by,discussion_id,score,timestamp,title,url,stars_at_submission,stars_month_1,stars_month_2,stars_month_3,stars_month_4,stars_month_5,commits_at_submission,commits_month_1,commits_month_2,commits_month_3,commits_month_4,commits_month_5,pull_requests_at_submission,pull_requests_month_1,pull_requests_month_2,pull_requests_month_3,pull_requests_month_4,pull_requests_month_5,forks_at_submission,forks_month_1,forks_month_2,forks_month_3,forks_month_4,forks_month_5,contributors_at_submission,contributors_month_1,contributors_month_2,contributors_month_3,contributors_month_4,contributors_month_5
haebom,39051268,1,2024-01-19 03:31:58 UTC,Locality-Enhanced Projector for Multimodal LLM (licensed under Apache 2.0),https://github.com/kakaobrain/honeybee,22,40,22,22,12,11,1,0,0,5,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0
russ,39060924,2,2024-01-19 20:48:37 UTC,Show HN: Agents – Open source framework for realtime multimodal AI,https://github.com/livekit/agents,73,23,27,249,161,92,116,110,145,170,151,403,77,41,87,82,77,254,15,7,12,27,36,36,11,5,7,5,13,15
squiddlyg,39080408,2,2024-01-21 17:20:28 UTC,Show HN: Puffin – an open-source NLP-powered Discord bot,https://github.com/Windshield-Viper/Puffin-Discord-Bot,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jasonjmcghee,39083843,6,2024-01-21 22:42:01 UTC,Show HN: Plock: Use a local LLM from anywhere in your OS,https://github.com/jasonjmcghee/plock,129,20,11,6,8,4,10,1,1,0,0,0,8,0,0,0,0,0,7,2,0,1,0,2,2,1,1,0,0,0
altescy,39085549,1,2024-01-22 02:47:59 UTC,Show HN: ChatGPT as CLI – Markdown Highlighting/Multi-Profile/Non-Interactive UI,https://github.com/altescy/hey,0,0,0,0,0,0,1,0,0,1,1,0,2,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
fagnerbrack,39089062,2,2024-01-22 13:04:45 UTC,Make-real – Draw a mockup and make a real software using AI,https://github.com/tldraw/make-real,170,107,112,97,60,38,2,3,19,16,38,12,4,4,5,2,15,4,20,10,11,10,13,5,2,2,2,2,2,2
ndepomereu,39089186,2,2024-01-22 13:18:33 UTC,SympleGit: Streamlining Java Git with AI for Smoother Development,https://github.com/kawansoft/SympleGit-Java,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vesteny77,39089566,1,2024-01-22 13:57:37 UTC,Demo AI App – a sample movie finder app,https://github.com/sst/demo-ai-app,27,10,10,14,8,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0
awayto,39103096,2,2024-01-23 13:34:58 UTC,Show HN: RunTTS - Posix-compliant shell utility for local LLM and tts,https://github.com/jcmccormick/runtts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anil1331,39104123,1,2024-01-23 14:56:39 UTC,Show HN: Run popular GPTs without ChatGPT Plus subscription using Assistants API,https://github.com/Anil-matcha/Top-GPTs,44,13,5,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0
yashsolanky,39108064,20,2024-01-23 19:08:33 UTC,Build AI Assistants using LLM function calling,https://github.com/phidatahq/phidata,2183,351,1756,4494,964,430,194,86,197,140,43,58,56,36,46,97,25,54,217,46,300,707,159,90,16,7,9,26,8,14
howon92,39108247,2,2024-01-23 19:19:32 UTC,Render React Components in ChatGPT,https://github.com/woniesong92/react-in-chatgpt,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
B3QL,39116802,2,2024-01-24 13:05:56 UTC,Drop-In Replacement for ChatGPT API,https://github.com/mudler/LocalAI,1040,1240,1427,999,720,753,140,199,376,362,326,556,114,209,362,351,305,690,93,120,144,101,75,62,12,16,20,18,11,11
mihaich,39117308,2,2024-01-24 13:49:56 UTC,Show HN: A Python module to steer LLM outputs,https://github.com/Mihaiii/llm_steer,14,14,7,11,3,6,0,0,3,2,0,0,0,0,2,2,0,0,0,1,2,0,0,0,0,0,2,1,0,0
elpakal,39119128,1,2024-01-24 16:17:34 UTC,The Google AI SDK for Swift,https://github.com/google/generative-ai-swift,54,42,23,0,0,0,33,19,16,0,0,0,21,14,17,0,0,0,5,0,2,0,0,0,2,2,2,0,0,0
james_marks,39119231,1,2024-01-24 16:26:47 UTC,Pico Jarvis: An LLM-Based Chatbot Demo with RAG,https://github.com/ariya/pico-jarvis,8,3,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,1,0,0,0,0,0
swyx,39125646,145,2024-01-25 02:43:20 UTC,Self-rewarding-lm-PyTorch: Self-Rewarding Language Model from MetaAI,https://github.com/lucidrains/self-rewarding-lm-pytorch,130,64,35,19,16,12,14,6,2,0,0,0,4,6,2,0,0,0,11,7,3,1,0,0,3,2,2,0,0,0
jamesberthoty,39125685,1,2024-01-25 02:48:54 UTC,Easy and Open Source Code Scanning with OpenAI,https://github.com/latiotech/LAST,28,14,1,6,0,2,4,1,0,0,0,0,2,2,0,0,0,0,2,0,2,1,0,0,1,1,0,0,0,0
hereme888,39125852,3,2024-01-25 03:14:31 UTC,"Audacity AI: Whisper.cpp, Stable Diffusion, Track Separation",https://github.com/intel/openvino-plugins-ai-audacity,149,110,108,88,57,95,4,9,29,4,1,2,4,8,6,9,1,4,5,3,8,3,10,5,2,2,3,2,2,1
b4rtazz,39127845,12,2024-01-25 09:51:24 UTC,Show HN: Distributed Llama – Run LLMs on multiple devices in parallel,https://github.com/b4rtaz/distributed-llama,47,256,90,141,106,136,0,15,61,70,45,24,0,2,15,47,13,10,8,16,4,13,5,5,0,3,1,2,1,1
emailmarketer8,39132650,2,2024-01-25 18:18:27 UTC,"Open Source AI Article Generator to Write 1,500-7k SEO Friendly Articles",https://github.com/tadasgedgaudas/ai-article-writer,5,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
andrewnguonly,39132766,146,2024-01-25 18:24:40 UTC,"Show HN: Lumos, a local LLM Chrome extension",https://github.com/andrewnguonly/Lumos,436,109,87,48,21,23,93,73,19,12,0,0,59,39,19,14,0,0,47,2,9,4,1,3,2,2,2,1,0,0
fjosue4,39137267,3,2024-01-26 00:11:38 UTC,Google Gemini Web Chat – open-source,https://github.com/fjosue4/google-gemini-ui,10,9,3,6,5,4,0,0,0,0,8,0,0,0,0,0,6,0,2,4,0,3,4,0,0,0,0,0,3,0
sebg,39138440,54,2024-01-26 02:59:54 UTC,LLM App Stack – a.k.a. Emerging Architectures for LLM Applications,https://github.com/a16z-infra/llm-app-stack,112,62,51,43,48,30,3,0,0,0,0,0,6,2,1,2,0,2,5,6,7,6,5,9,4,2,1,2,0,2
Ssebowa,39140461,1,2024-01-26 09:20:33 UTC,Unleash Your Creative Potential with Ssebowa: Open-Source Generative AI Library,https://github.com/SsebowaDisan/ssebowa,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OJFord,39143415,1,2024-01-26 15:04:39 UTC,Maid: Cross-platform multi-API (local or remote) AI chat,https://github.com/Mobile-Artificial-Intelligence/maid,115,142,176,162,100,94,54,74,165,78,182,91,103,118,81,41,3,3,9,18,16,19,12,12,1,3,3,4,2,2
thunderbong,39146541,2,2024-01-26 19:00:29 UTC,"Smart-Teleprompter: offline, real-time transcription using the Vosk AI Model",https://github.com/NidhalNaffati/smart-teleprompter,0,2,1,1,0,1,0,9,12,10,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
ignoramous,39148743,2,2024-01-26 21:31:34 UTC,Jina.ai: Self-host Multimodal models,https://github.com/jina-ai/jina,111,143,244,225,235,224,47,34,22,9,8,42,13,12,12,3,7,16,11,10,14,17,13,10,4,5,5,3,5,3
lynx23,39148796,1,2024-01-26 21:34:55 UTC,A Presenter for your Music Player Daemon using OpenAI APIs,https://github.com/mlang/tracktales,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forgottPassword,39153618,1,2024-01-27 08:03:11 UTC,"What LLM to add next to my GPT client, after Gemini and Open AI?",https://github.com/leonid20000/OdinRunes,19,12,4,5,4,5,7,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1
rasbt,39156778,739,2024-01-27 16:19:42 UTC,"Implementing a ChatGPT-like LLM from scratch, step by step",https://github.com/rasbt/LLMs-from-scratch,2623,3284,1152,2825,3632,2877,41,91,98,124,119,47,23,50,61,69,88,32,226,420,151,369,497,385,3,10,5,10,4,6
mrtksn,39164787,3,2024-01-28 11:52:07 UTC,"Swift Package was coded by ChatGPT, including the README",https://github.com/mrtksn/TaskSequencer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BiraIgnacio,39166271,2,2024-01-28 14:49:43 UTC,Show HN: Terraform llama.cpp on AWS for your own generative APIs,https://github.com/bignacio/llama.up,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earayu,39175722,1,2024-01-29 13:02:00 UTC,A curated list of Poe AI Robots,https://github.com/earayu/awesome-poe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfilion,39176570,272,2024-01-29 14:23:10 UTC,Show HN: WhisperFusion – Low-latency conversations with an AI chatbot,https://github.com/collabora/WhisperFusion,383,72,37,34,22,29,5,0,0,0,1,2,14,6,0,0,2,4,35,10,5,4,1,6,4,3,0,0,2,2
vsolina,39181762,3,2024-01-29 20:07:56 UTC,Show HN: Tabby back end in 20 Python lines (self-hosted AI coding assistant),https://github.com/vsolina/tabby-backend-py,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surrTurr,39187583,2,2024-01-30 08:18:09 UTC,TaskingAI: AI-native app development platform,https://github.com/TaskingAI/TaskingAI,1180,937,746,723,360,151,5,72,53,323,86,76,12,26,29,123,67,111,42,46,24,26,13,14,5,7,6,9,9,8
quodlibet,39195526,7,2024-01-30 20:44:02 UTC,Show HN: Open-Source AI Tool for Crafting Custom D&D Campaigns,https://github.com/dhorions/DnDGenerate,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wonderfuly,39203303,10,2024-01-31 13:09:23 UTC,Show HN: conversational AI search with <500 lines of code,https://github.com/leptonai/search_with_lepton,1715,458,297,208,258,173,0,0,0,0,1,0,1,3,0,1,2,2,235,87,54,37,38,18,1,2,0,1,2,2
Contextualist,39203312,1,2024-01-31 13:10:11 UTC,"Show HN: Lone Arena – Self-hosted LLM human evaluation, you be the judge",https://github.com/Contextualist/lone-arena,19,5,3,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
yezdiguy16,39205032,1,2024-01-31 15:35:16 UTC,ChatGPT with Data Privacy,https://github.com/ProtectoAi/GPT-Guard,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shenli3514,39219843,15,2024-02-01 19:08:53 UTC,A library that allows for creating autonomous AI agents in Python,https://github.com/fetchai/uAgents,142,118,160,32,41,23,55,111,90,134,58,97,43,89,105,51,42,60,11,56,62,22,4,11,11,31,41,16,12,14
bestofwebrtc,39221592,18,2024-02-01 21:17:23 UTC,"Show HN: New Jitsi Alternative: WebRTC, ChatGPT, File Transfer, Docker",https://github.com/miroslavpejic85/mirotalksfu,116,65,38,71,51,54,64,72,57,33,15,93,0,2,0,0,0,0,11,17,12,7,9,10,1,2,1,1,1,1
loa_observer,39226729,1,2024-02-02 09:12:28 UTC,SQL-sidekick: Experiment on QnA tabular data using LLMs and SQL by H2O.ai,https://github.com/h2oai/sql-sidekick,6,2,4,3,0,1,12,0,1,0,2,0,4,0,0,0,3,0,0,0,1,0,1,0,1,0,1,0,2,0
babycmd,39227496,2,2024-02-02 11:31:02 UTC,Open LLM-Powered Robots: MachinaScript for Robots,https://github.com/babycommando/machinascript-for-robots,82,20,16,12,3,7,30,0,4,0,0,0,2,0,0,0,0,0,4,1,2,1,0,0,2,0,1,0,0,0
nsky-world,39231782,2,2024-02-02 17:52:38 UTC,10M Tokens LLM Context,https://github.com/SqueezeAILab/KVQuant,122,36,21,26,13,15,3,3,5,0,1,1,0,0,0,0,0,0,3,8,3,2,3,0,1,1,1,0,1,1
9dev,39233643,2,2024-02-02 20:13:03 UTC,Galah: An LLM-powered web honeypot using the OpenAI API,https://github.com/0x4D31/galah,54,19,16,36,23,13,0,0,3,23,8,5,0,0,2,6,2,2,2,6,5,7,3,3,0,0,2,1,1,1
mellosouls,39234492,1,2024-02-02 21:14:04 UTC,Adeus: Open-Source AI wearable device and software,https://github.com/adamcohenhillel/ADeus,2038,444,97,72,36,36,92,6,12,0,0,0,99,16,4,1,0,0,210,48,12,5,3,5,15,5,2,1,0,0
chatbees-rkang,39236102,2,2024-02-02 23:49:28 UTC,Show HN: Add AI assistant to your Netlify site in seconds,https://github.com/ChatBees/netlify-plugin-chatbees,6,0,0,0,0,1,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
muragekibicho,39238997,1,2024-02-03 10:11:00 UTC,A Compiler to access Python AI libraries in different languages,https://github.com/Fileforma/AntiPython-AI-Compiler-Colab,9,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
zikohh,39245702,5,2024-02-03 23:08:26 UTC,Google/OSS-fuzz-gen: LLM powered fuzzing via OSS-Fuzz,https://github.com/google/oss-fuzz-gen,534,49,37,41,33,26,180,99,156,198,170,204,102,86,53,108,176,220,53,3,7,7,6,4,11,7,10,8,11,7
wircho,39248758,1,2024-02-04 09:12:55 UTC,"Show HN: A more ""conversational"" AI assistant",https://github.com/ai-folks/saola,5,0,1,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
The0mar,39253830,7,2024-02-04 20:03:56 UTC,Show HN: AI Stream Interact (LLM and Video Stream Interactions),https://github.com/The0mar/ai_stream_interact,15,0,2,6,0,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
michidk,39260879,4,2024-02-05 13:12:35 UTC,An AI designed keyboard layout (2021),https://github.com/kaievns/halmak,4,5,7,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c990802,39262267,1,2024-02-05 15:39:19 UTC,"Show HN: An open-source ""ChatGPT for Teams"" alternative",https://github.com/joiahq/joia,7,0,0,0,0,0,32,0,0,0,0,0,34,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
phront,39275314,98,2024-02-06 15:30:48 UTC,Instruction-Based Image Editing via LLM,https://github.com/apple/ml-mgie,3336,137,72,43,22,20,1,0,0,0,0,0,3,1,0,0,0,0,215,17,7,5,2,1,4,1,0,0,0,0
wslh,39280358,57,2024-02-06 20:48:06 UTC,"Show HN: Geppetto, an open source AI companion for your Slack teams",https://github.com/Deeptechia/geppetto,101,22,12,1,1,1,5,11,119,12,30,9,0,2,25,2,5,3,7,2,1,0,0,0,2,4,6,1,3,3
Gedxx,39289205,1,2024-02-07 14:49:16 UTC,Local PDF Chat Application with Mistral 7B LLM,https://github.com/SonicWarrior1/pdfchat,10,11,18,10,10,7,1,1,0,0,0,0,1,2,0,0,0,1,2,8,3,6,5,2,1,2,0,0,0,1
0natcer,39289719,1,2024-02-07 15:30:05 UTC,Htmx-AI: Add AI Support to Htmx,https://github.com/bufferhead-code/htmx-ai,46,3,4,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0
bayramn,39293243,1,2024-02-07 19:42:32 UTC,Show HN: Quote reply to ChatGPT responses with Chrome extension,https://github.com/bayramn/QuoteReply-ChatGPT,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
duarteoc,39313978,1,2024-02-09 12:06:53 UTC,Mistral-doc: Fine-tuning an LLM on my ChatGPT conversations,https://github.com/duarteocarmo/mistral-doc,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
gfortaine,39321069,4,2024-02-09 22:05:03 UTC,AI Controller Interface (AICI),https://github.com/microsoft/aici,65,1405,113,55,47,34,74,40,45,23,48,30,8,9,15,0,1,5,5,50,12,1,2,2,4,6,4,1,2,5
clemlesne,39325076,1,2024-02-10 10:23:03 UTC,Automated Call Center with AI,https://github.com/clemlesne/claim-ai-phone-bot,28,13,9,0,0,0,151,60,74,0,0,0,74,72,80,0,0,0,3,4,4,0,0,0,2,2,2,0,0,0
cubix4u,39331538,20,2024-02-11 00:17:50 UTC,Show HN: Loz – Automate Git Commit Messages with LLM,https://github.com/joone/loz,63,10,9,5,2,4,77,49,0,0,0,0,5,0,0,0,0,0,4,1,1,0,0,0,2,1,0,0,0,0
dwisiswant0,39340463,1,2024-02-12 01:17:56 UTC,Write commit message based on code changes with AI,https://github.com/dwisiswant0/prepare-commit-msg-ai,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ernststraeumli,39340739,1,2024-02-12 02:24:09 UTC,Haveged being evaluated by AI models,https://github.com/jirka-h/haveged,1,1,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
brianzelip,39348902,109,2024-02-12 19:08:57 UTC,"GeneGPT, a tool-augmented LLM for bioinformatics",https://github.com/ncbi/GeneGPT,254,13,10,12,4,2,2,0,0,0,0,0,3,0,0,0,0,0,10,0,1,2,2,0,3,0,0,0,0,0
Puchaczov,39351418,1,2024-02-12 22:30:51 UTC,"Show HN: Musoq, SQL like language with LLM experimental integrations",https://github.com/Puchaczov/Musoq,13,4,2,2,2,7,6,6,15,0,53,21,0,2,6,0,16,14,0,0,0,1,0,0,1,1,1,0,2,3
ent101,39353051,4,2024-02-13 01:13:44 UTC,Puter Terminal: open-source browser terminal and shell with filesystem and AI,https://github.com/HeyPuter/terminal,31,45,11,8,4,3,4,1,4,0,0,0,0,0,7,0,0,0,1,7,1,2,1,0,2,1,2,0,0,0
emacs28,39356775,2,2024-02-13 11:42:34 UTC,Show HN: AI with Half the Multiplications,https://github.com/trevorpogue/algebraic-nnhw,19,200,4,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,3,5,0,0,1,0,1,1,0,0,0,0
renchuw,39358406,131,2024-02-13 15:21:39 UTC,Show HN: Faster LLM evaluation with Bayesian optimization,https://github.com/rentruewang/bocoel,226,8,2,4,7,0,52,18,1,4,0,0,4,0,0,0,0,0,10,1,0,0,0,0,4,2,1,2,0,0
johangorter,39358895,2,2024-02-13 16:01:22 UTC,Show HN: How to make AI code a complete express and MongoDB web application,https://github.com/johan-gorter/autopilot,5,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jxaphx,39360058,2,2024-02-13 17:18:39 UTC,Show HN: Open-Source C# Library to Extract Structured Data from OpenAI API,https://github.com/BackslashDev-LLC/img-to-json,0,0,0,0,0,0,5,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
andywalters,39363932,4,2024-02-13 22:48:49 UTC,Built an AI to Filter Gmail,https://github.com/andywalters47/clearmail,33,4,2,10,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0
Jimmc414,39364416,8,2024-02-13 23:39:28 UTC,"Show HN: Simple CLI to aggregate repos, papers and docs for LLM ingestion",https://github.com/jimmc414/1filellm,125,38,13,18,24,17,7,23,19,8,17,3,2,3,2,2,1,0,11,6,1,4,1,4,2,3,1,2,1,1
DreamGen,39368392,87,2024-02-14 10:33:40 UTC,UFO: A UI-Focused AI Agent for Windows OS Interaction,https://github.com/microsoft/UFO,2096,1043,690,967,627,658,24,118,98,86,77,82,7,55,34,27,29,20,189,155,112,126,71,108,4,7,8,4,8,5
tomerf2,39371297,102,2024-02-14 15:52:03 UTC,Show HN: You don't need to adopt new tools for LLM observability,https://github.com/traceloop/openllmetry-js,156,16,11,12,8,4,171,217,170,62,39,64,72,122,107,89,89,77,2,3,1,4,9,0,5,4,2,5,4,3
rootforce,39371381,7,2024-02-14 15:56:48 UTC,Gptscript-AI/gptscript: Natural Language Programming,https://github.com/gptscript-ai/gptscript,1468,739,141,158,120,68,28,73,66,76,130,59,51,147,139,160,226,102,111,89,10,10,17,12,16,20,12,12,11,11
samlhuillier,39372159,411,2024-02-14 17:00:52 UTC,Show HN: Reor – An AI note-taking app that runs models locally,https://github.com/reorproject/reor,3043,538,279,1931,229,190,158,212,186,40,32,115,40,70,77,21,26,64,166,45,13,126,10,16,7,5,3,7,4,5
mlejva,39372984,7,2024-02-14 18:04:11 UTC,Open source infrastructure for running AI coding agents in cloud,https://github.com/e2b-dev/infra,10,42,16,20,18,20,141,138,278,62,142,29,32,40,50,6,10,10,1,4,2,1,2,1,3,2,2,2,2,2
valine,39378773,134,2024-02-15 03:29:20 UTC,Show HN: NeuralFlow – Visualize the intermediate output of Mistral 7B,https://github.com/valine/NeuralFlow,218,7,15,9,8,9,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0
forrestbao,39381436,6,2024-02-15 11:25:00 UTC,Show HN: LlaMaKey – One master key for all cloud LLM/GenAI APIs,https://github.com/TexteaInc/LlaMasterKey,7,0,0,0,0,0,45,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
rbren,39383758,3,2024-02-15 15:23:50 UTC,Show HN: Data Visualization with ChatGPT and D3,https://github.com/rbren/vizzy,5,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
freexiaosu,39385976,4,2024-02-15 18:01:10 UTC,Medical Question-Answer AI Model Evaluation Framework,https://github.com/chat-data-llc/medical_chat_performance_evaluation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anon84,39397472,2,2024-02-16 14:28:42 UTC,Open-Source AI Cookbook,https://github.com/huggingface/cookbook,152,696,61,76,76,63,8,9,12,20,20,25,22,19,22,39,39,39,23,75,9,14,14,11,11,17,7,10,10,13
amrrs,39398631,161,2024-02-16 15:54:12 UTC,LWM – Open LLM with 1M Tokens Context Window,https://github.com/LargeWorldModel/LWM,432,225,98,81,81,56,1,0,3,2,2,2,0,2,0,1,1,0,37,19,5,4,4,6,1,2,2,2,2,1
magoghm,39407407,81,2024-02-17 07:58:00 UTC,"Code for the Byte Pair Encoding algorithm, commonly used in LLM tokenization",https://github.com/karpathy/minbpe,451,205,478,229,185,185,0,1,0,0,0,0,4,7,5,4,2,2,78,40,54,34,21,21,3,7,5,2,2,2
I_am_unique6435,39411428,2,2024-02-17 17:31:37 UTC,"Simulatrex, an open-source Large Language Model based simulation framework",https://github.com/simulatrex/simulatrex-engine,15,2,3,6,1,1,0,0,1,0,0,0,0,0,2,0,0,0,3,0,1,0,1,0,0,0,2,0,0,0
thunderbong,39415771,29,2024-02-18 03:04:17 UTC,Open WebUI: ChatGPT-Style WebUI for Ollama,https://github.com/open-webui/open-webui,3920,5719,7040,4541,4134,3555,260,335,504,685,271,345,206,308,402,404,291,357,476,664,879,615,633,599,41,49,74,69,59,66
homarp,39423586,2,2024-02-18 21:32:00 UTC,Mikupad is a LLM Front end in a single HTML file,https://github.com/lmg-anon/mikupad,26,25,28,15,21,16,1,32,23,32,5,5,0,14,17,23,4,0,2,4,2,1,3,0,1,5,4,3,2,1
jrzx,39427013,1,2024-02-19 07:24:44 UTC,Gemini-CLI: Have a chat with Google's most recent AI model in your terminal,https://github.com/reugn/gemini-cli,13,7,4,9,6,1,7,1,0,0,1,0,13,2,0,0,2,0,1,1,1,1,1,0,1,1,0,0,1,0
hk__2,39434941,2,2024-02-19 21:17:24 UTC,Show HN: Anycode – import anything from a Python module thanks to ChatGPT,https://github.com/bfontaine/Anycode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trzy,39441654,5,2024-02-20 14:22:03 UTC,Owl: Open-Source Always-On Wearable AI with Reference Device or Apple Watch,https://github.com/OwlAIProject/Owl,71,84,37,23,18,21,14,0,0,0,0,0,15,0,0,0,0,0,13,14,1,2,0,1,6,0,0,0,0,0
moeinsh,39452583,3,2024-02-21 11:35:21 UTC,Simple Implementation of OpenAI CLIP (Tutorial),https://github.com/moein-shariatnia/OpenAI-CLIP,34,25,39,16,22,16,0,0,0,0,0,0,0,6,0,0,0,0,4,3,3,3,5,3,0,2,0,0,0,0
wsieroci,39453436,20,2024-02-21 13:21:40 UTC,Show HN: Notion-inspired open-source chatbot builder (Typeform alternative),https://github.com/simulaiofficial/simulai,3,22,4,3,3,3,1,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
qiayue,39454825,1,2024-02-21 15:16:58 UTC,Show HN: Open-Source Sora Web Client and Fake Sora API for OpenAI's Sora Model,https://github.com/SoraWebui/SoraWebui,441,78,55,57,39,32,6,9,1,0,0,1,2,0,0,0,0,0,73,36,24,22,6,11,2,1,1,0,0,1
agnosticmantis,39458832,2,2024-02-21 20:09:38 UTC,The official PyTorch implementation of Google's Gemma models,https://github.com/google/gemma_pytorch,701,151,65,67,82,46,5,4,3,7,7,0,20,6,1,9,5,1,75,32,3,10,7,7,11,6,1,4,4,1
kuprel,39473864,19,2024-02-22 21:56:40 UTC,55x Speedup of Andrej Karpathy's Minbpe LLM Tokenizer with PyTorch/CUDA,https://github.com/kuprel/minbpe-pytorch,5,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thunderbong,39476539,3,2024-02-23 03:17:43 UTC,BlendSQL: Unified dialect for orchestrating SQLite logic and LLM reasoning,https://github.com/parkervg/blendsql,19,4,4,5,6,2,20,8,113,99,22,4,2,0,13,14,2,0,0,0,0,0,1,0,2,2,3,3,2,1
koreyspace,39478773,4,2024-02-23 09:49:36 UTC,Generative AI for Beginners – Version 2,https://github.com/microsoft/generative-ai-for-beginners,7901,9600,1596,5691,7644,3705,9,11,8,24,17,6,36,31,27,42,42,25,3398,4066,1461,2191,2814,1360,17,19,13,13,20,13
ashu_trv,39478890,4,2024-02-23 10:07:31 UTC,Show HN: Instantly create video clips from LLM prompts,https://github.com/video-db/PromptClip,14,3,4,2,7,6,1,0,1,0,1,10,2,0,0,0,1,6,2,0,1,0,2,1,2,0,1,0,1,2
mfiguiere,39481554,422,2024-02-23 15:15:23 UTC,"Gemma.cpp: lightweight, standalone C++ inference engine for Gemma models",https://github.com/google/gemma.cpp,369,426,106,121,126,60,167,128,82,278,206,101,66,75,48,133,94,57,52,25,11,8,15,5,13,10,5,4,2,2
srikanth235,39492808,2,2024-02-24 16:31:49 UTC,Yet another applied LLM benchmark,https://github.com/carlini/yet-another-applied-llm-benchmark,85,34,12,17,11,46,5,3,2,5,1,0,5,0,0,2,0,1,11,0,5,3,0,3,3,1,1,2,1,1
